"Hours","whyplay","Gender","Age","Work","Degree","GAD_T","SWL_T","SPIN_T","Anxiety_Type"
12,206,2,20,2,2,4,25,22,"SAD"
20,206,2,19,2,2,7,13,17,"No_Anxiety"
28,206,2,18,3,2,2,21,17,"No_Anxiety"
25,206,2,22,1,2,2,14,14,"No_Anxiety"
25,349,2,18,3,3,3,21,17,"No_Anxiety"
20,349,2,19,2,2,2,21,21,"SAD"
25,206,2,21,2,5,10,18,7,"GAD"
30,349,2,20,1,2,8,5,19,"SAD"
20,349,2,18,2,2,5,12,47,"SAD"
18,206,2,21,1,5,3,21,22,"SAD"
40,349,2,19,2,2,8,19,21,"SAD"
20,206,2,22,2,2,3,24,17,"No_Anxiety"
30,206,2,19,1,2,0,22,20,"SAD"
12,206,2,34,1,2,4,10,10,"No_Anxiety"
15,206,2,20,2,2,1,27,12,"No_Anxiety"
10,154,2,21,2,2,5,16,31,"SAD"
10,206,2,20,2,5,2,29,2,"No_Anxiety"
20,349,2,19,2,2,8,27,30,"SAD"
48,154,2,21,2,2,1,24,31,"SAD"
12,309,2,21,1,5,1,26,6,"No_Anxiety"
20,206,2,20,2,2,1,30,37,"SAD"
4,154,2,19,2,5,0,19,6,"No_Anxiety"
40,206,2,18,3,2,6,19,23,"SAD"
15,154,2,22,2,1,1,30,15,"No_Anxiety"
25,396,2,18,3,2,2,24,2,"No_Anxiety"
20,202,2,19,2,2,4,31,18,"No_Anxiety"
21,206,2,23,4,2,1,18,19,"SAD"
6,309,2,19,2,2,1,35,7,"No_Anxiety"
21,206,2,24,2,1,2,18,11,"No_Anxiety"
20,154,2,18,2,2,7,29,48,"SAD"
50,206,2,18,2,2,0,28,3,"No_Anxiety"
19,349,2,20,2,2,0,24,9,"No_Anxiety"
10,206,2,18,3,3,4,23,17,"No_Anxiety"
30,206,2,18,3,2,5,17,24,"SAD"
10,154,2,18,2,2,0,27,17,"No_Anxiety"
15,154,2,21,2,5,3,23,5,"No_Anxiety"
40,206,2,18,2,2,9,17,19,"SAD"
20,206,2,23,2,2,0,5,13,"No_Anxiety"
4,154,2,22,2,5,1,29,17,"No_Anxiety"
20,206,2,29,1,5,7,25,28,"SAD"
8,349,2,21,2,5,4,21,9,"No_Anxiety"
10,206,2,18,3,3,6,7,16,"No_Anxiety"
18,154,2,19,2,2,10,10,33,"Mixed_Anxiety"
10,154,2,18,3,3,3,23,29,"SAD"
25,154,2,19,2,2,4,24,20,"SAD"
5,206,2,18,2,2,5,27,17,"No_Anxiety"
21,154,2,18,2,2,5,20,15,"No_Anxiety"
11,154,2,23,1,5,0,25,9,"No_Anxiety"
30,349,2,22,1,2,9,12,26,"SAD"
32,206,2,18,2,2,2,33,20,"SAD"
10,154,2,20,2,2,5,27,17,"No_Anxiety"
18,206,2,19,2,2,13,13,15,"GAD"
50,206,2,19,4,2,0,10,7,"No_Anxiety"
60,154,2,19,2,2,0,10,43,"SAD"
10,206,2,20,4,2,6,17,18,"No_Anxiety"
25,154,2,19,2,5,3,14,21,"SAD"
42,206,2,19,2,2,5,9,4,"No_Anxiety"
25,154,2,21,2,2,1,12,22,"SAD"
2,154,1,19,2,2,1,14,19,"SAD"
30,206,1,23,1,2,2,24,17,"No_Anxiety"
3,309,2,24,1,1,7,28,1,"No_Anxiety"
12,154,2,21,2,2,6,15,15,"No_Anxiety"
20,154,2,19,3,2,9,15,33,"SAD"
20,154,2,19,2,2,8,15,22,"SAD"
80,154,2,20,2,2,3,14,12,"No_Anxiety"
25,206,2,18,3,3,12,32,36,"Mixed_Anxiety"
30,349,2,25,1,2,6,11,20,"SAD"
40,349,2,26,4,5,5,10,14,"No_Anxiety"
35,206,2,18,3,2,8,14,17,"No_Anxiety"
10,154,2,18,3,2,7,21,3,"No_Anxiety"
25,154,2,18,4,2,18,21,61,"Mixed_Anxiety"
15,154,2,20,2,2,5,17,8,"No_Anxiety"
12,349,2,18,4,2,1,5,17,"No_Anxiety"
15,32,1,18,2,2,15,27,34,"Mixed_Anxiety"
15,154,2,20,2,2,7,10,20,"SAD"
25,349,2,23,1,5,8,27,39,"SAD"
15,349,2,20,2,5,7,13,36,"SAD"
10,154,2,19,2,2,5,10,11,"No_Anxiety"
40,206,2,20,2,5,5,23,5,"No_Anxiety"
19,154,2,18,3,2,11,26,32,"Mixed_Anxiety"
14,154,2,19,2,2,9,15,15,"No_Anxiety"
20,154,2,25,1,2,8,12,24,"SAD"
35,154,2,21,2,2,1,25,9,"No_Anxiety"
8,154,2,21,2,2,3,20,11,"No_Anxiety"
40,349,2,22,4,3,3,5,0,"No_Anxiety"
20,206,2,24,2,2,1,22,9,"No_Anxiety"
3,154,2,18,3,2,1,24,10,"No_Anxiety"
100,206,2,20,2,2,17,9,45,"Mixed_Anxiety"
20,206,2,22,2,2,5,32,16,"No_Anxiety"
10,349,2,20,2,2,16,13,35,"Mixed_Anxiety"
8,309,2,19,2,2,2,12,18,"No_Anxiety"
40,206,2,21,2,2,1,12,2,"No_Anxiety"
8,206,2,23,1,2,4,22,18,"No_Anxiety"
40,206,2,25,4,1,3,9,1,"No_Anxiety"
20,154,2,20,2,1,5,10,13,"No_Anxiety"
49,349,2,19,4,2,0,15,17,"No_Anxiety"
40,206,2,22,4,5,0,22,10,"No_Anxiety"
7,154,2,21,4,2,2,10,11,"No_Anxiety"
3,154,2,29,4,5,1,12,28,"SAD"
28,349,2,22,2,2,1,14,3,"No_Anxiety"
15,31,2,18,3,3,2,23,12,"No_Anxiety"
20,349,2,20,2,2,11,23,1,"GAD"
20,61,2,18,2,2,8,24,32,"SAD"
16,154,2,21,2,1,1,33,9,"No_Anxiety"
20,349,2,25,1,1,2,28,2,"No_Anxiety"
5,154,2,23,1,5,9,12,39,"SAD"
25,154,2,25,1,2,0,22,9,"No_Anxiety"
10,154,2,20,2,2,7,24,11,"No_Anxiety"
21,206,2,18,3,2,1,29,17,"No_Anxiety"
15,154,2,19,2,2,3,22,19,"SAD"
15,206,2,19,2,2,0,26,6,"No_Anxiety"
19,206,2,18,2,2,7,12,34,"SAD"
10,206,2,20,2,2,4,27,15,"No_Anxiety"
20,154,2,30,1,5,4,19,5,"No_Anxiety"
20,349,2,20,2,2,11,19,26,"Mixed_Anxiety"
65,206,2,19,2,3,5,16,26,"SAD"
13,309,2,19,2,5,3,29,7,"No_Anxiety"
30,206,2,18,3,3,10,14,8,"GAD"
25,154,2,18,2,2,2,24,25,"SAD"
10,349,2,18,2,2,5,13,21,"SAD"
20,206,2,21,2,5,4,24,12,"No_Anxiety"
35,154,2,28,1,2,10,13,12,"GAD"
25,206,2,19,2,2,3,29,9,"No_Anxiety"
20,154,2,20,2,2,2,10,31,"SAD"
24,206,2,22,2,2,6,15,22,"SAD"
24,309,2,19,3,2,3,35,17,"No_Anxiety"
18,309,2,24,1,5,5,30,17,"No_Anxiety"
15,206,2,26,5,5,0,31,10,"No_Anxiety"
20,154,2,20,2,5,7,22,18,"No_Anxiety"
25,154,2,19,2,2,5,9,19,"SAD"
10,154,2,23,1,2,6,12,30,"SAD"
4,154,2,23,2,5,1,32,9,"No_Anxiety"
40,349,2,21,2,2,1,35,21,"SAD"
10,206,2,20,1,2,1,30,5,"No_Anxiety"
8,154,2,18,3,3,4,25,12,"No_Anxiety"
10,349,2,22,4,2,1,19,27,"SAD"
30,349,2,23,2,5,10,15,14,"GAD"
50,206,2,21,2,5,0,35,18,"No_Anxiety"
49,206,2,19,2,2,4,28,13,"No_Anxiety"
2,206,1,22,2,5,2,23,17,"No_Anxiety"
20,206,2,19,3,2,0,23,4,"No_Anxiety"
15,206,2,19,2,2,3,29,14,"No_Anxiety"
50,122,2,19,2,2,12,12,36,"Mixed_Anxiety"
30,154,2,22,2,2,3,25,21,"SAD"
15,349,2,18,3,3,12,17,28,"Mixed_Anxiety"
35,289,2,20,2,2,7,9,37,"SAD"
6,154,2,18,4,2,4,17,14,"No_Anxiety"
25,206,2,21,4,2,5,12,1,"No_Anxiety"
35,154,2,18,2,2,1,28,37,"SAD"
30,349,2,18,2,2,9,12,46,"SAD"
8,349,2,32,1,5,19,7,19,"Mixed_Anxiety"
24,2,2,19,2,2,0,25,24,"SAD"
14,154,2,19,2,2,15,20,33,"Mixed_Anxiety"
20,154,2,26,1,5,11,15,34,"Mixed_Anxiety"
7,154,2,18,3,2,2,25,9,"No_Anxiety"
24,206,2,18,3,2,14,18,33,"Mixed_Anxiety"
70,154,1,19,2,2,7,32,3,"No_Anxiety"
12,154,2,29,1,5,1,35,1,"No_Anxiety"
50,309,2,25,2,5,16,7,6,"GAD"
14,206,2,21,2,2,4,17,12,"No_Anxiety"
40,154,2,18,2,2,3,20,20,"SAD"
28,206,2,27,1,1,3,14,20,"SAD"
30,154,2,20,4,2,4,21,17,"No_Anxiety"
20,154,2,18,3,2,0,17,8,"No_Anxiety"
15,309,2,19,2,2,0,15,14,"No_Anxiety"
20,349,2,18,3,2,1,27,18,"No_Anxiety"
30,206,2,21,2,2,11,9,7,"GAD"
30,154,2,18,2,2,0,23,6,"No_Anxiety"
19,154,2,20,1,2,0,15,5,"No_Anxiety"
10,206,2,19,2,2,2,27,21,"SAD"
3,154,2,20,2,2,5,28,17,"No_Anxiety"
8,349,2,18,2,2,1,31,14,"No_Anxiety"
10,349,1,18,3,3,18,25,37,"Mixed_Anxiety"
12,311,2,19,2,2,9,21,17,"No_Anxiety"
30,154,2,18,3,3,3,20,8,"No_Anxiety"
14,154,2,25,2,5,2,24,12,"No_Anxiety"
28,206,2,21,2,2,4,19,45,"SAD"
20,206,2,20,2,2,2,26,8,"No_Anxiety"
20,309,1,22,2,2,19,5,44,"Mixed_Anxiety"
10,154,2,20,1,2,0,27,9,"No_Anxiety"
78,206,2,18,1,2,16,7,32,"Mixed_Anxiety"
20,206,2,24,2,5,4,20,2,"No_Anxiety"
25,206,2,21,1,2,4,9,27,"SAD"
15,154,2,20,1,3,3,20,16,"No_Anxiety"
15,309,2,18,3,2,4,29,29,"SAD"
14,206,2,18,3,3,12,13,23,"Mixed_Anxiety"
20,206,2,23,4,1,2,22,17,"No_Anxiety"
3,154,2,19,2,2,3,16,15,"No_Anxiety"
12,225,2,30,1,1,6,18,11,"No_Anxiety"
42,389,2,26,2,2,4,22,17,"No_Anxiety"
30,206,2,23,1,3,10,11,56,"Mixed_Anxiety"
10,206,2,18,2,2,5,24,18,"No_Anxiety"
60,224,2,18,3,3,10,5,40,"Mixed_Anxiety"
21,206,2,18,2,2,6,14,15,"No_Anxiety"
30,154,2,19,2,2,18,18,50,"Mixed_Anxiety"
18,154,2,19,2,5,12,12,4,"GAD"
12,206,2,18,2,2,5,21,17,"No_Anxiety"
35,349,2,18,3,3,12,13,14,"GAD"
50,349,2,23,1,1,15,24,19,"Mixed_Anxiety"
25,154,1,22,4,4,10,16,62,"Mixed_Anxiety"
30,154,2,20,2,2,0,27,9,"No_Anxiety"
12,309,2,19,2,2,3,20,7,"No_Anxiety"
8,206,2,21,2,2,7,13,20,"SAD"
8,206,2,25,2,1,12,20,17,"GAD"
12,206,2,18,4,2,21,15,45,"Mixed_Anxiety"
30,206,2,18,3,2,15,10,22,"Mixed_Anxiety"
20,206,2,22,2,2,2,28,4,"No_Anxiety"
10,154,2,26,2,5,3,15,11,"No_Anxiety"
20,154,2,20,2,3,0,26,34,"SAD"
10,154,2,18,2,2,5,19,37,"SAD"
12,154,2,27,1,5,0,23,18,"No_Anxiety"
45,349,2,18,2,2,8,14,14,"No_Anxiety"
30,31,1,18,3,3,16,14,57,"Mixed_Anxiety"
14,206,2,19,2,2,3,23,7,"No_Anxiety"
12,344,2,19,2,2,0,5,0,"No_Anxiety"
30,154,2,20,2,2,14,30,42,"Mixed_Anxiety"
20,206,2,29,1,2,21,24,38,"Mixed_Anxiety"
18,154,2,18,2,2,4,25,21,"SAD"
15,161,2,22,2,2,7,12,13,"No_Anxiety"
35,154,2,23,1,5,3,23,33,"SAD"
25,206,2,19,3,2,5,24,31,"SAD"
20,154,2,19,2,2,0,35,33,"SAD"
10,206,2,22,2,5,4,25,20,"SAD"
20,206,2,19,3,3,3,13,6,"No_Anxiety"
12,154,2,31,1,5,2,23,12,"No_Anxiety"
35,349,2,20,2,2,4,18,27,"SAD"
10,206,2,18,3,2,0,14,10,"No_Anxiety"
11,206,2,18,2,2,10,28,48,"Mixed_Anxiety"
10,154,2,19,3,3,13,11,20,"Mixed_Anxiety"
21,206,2,21,2,2,5,30,5,"No_Anxiety"
60,349,2,22,2,2,19,7,37,"Mixed_Anxiety"
1,154,2,22,1,2,13,7,26,"Mixed_Anxiety"
35,154,2,22,2,2,4,20,11,"No_Anxiety"
20,154,2,18,2,2,3,26,13,"No_Anxiety"
35,349,2,19,2,2,15,33,34,"Mixed_Anxiety"
27,154,2,18,3,2,8,10,14,"No_Anxiety"
28,154,2,20,1,2,0,24,9,"No_Anxiety"
25,206,2,18,3,3,8,14,38,"SAD"
10,349,2,20,2,2,0,17,6,"No_Anxiety"
40,309,2,20,4,3,5,17,30,"SAD"
9,154,1,19,2,2,2,21,26,"SAD"
15,309,2,18,3,2,9,25,12,"No_Anxiety"
56,349,2,18,4,2,0,18,22,"SAD"
20,206,2,23,4,5,17,9,17,"GAD"
49,349,2,19,2,2,12,5,32,"Mixed_Anxiety"
50,118,2,28,4,5,10,11,26,"Mixed_Anxiety"
34,206,2,22,2,2,6,9,42,"SAD"
25,349,2,20,4,2,10,11,5,"GAD"
21,206,2,23,2,2,9,13,26,"SAD"
15,154,2,23,4,5,4,21,10,"No_Anxiety"
21,206,2,20,2,2,1,21,6,"No_Anxiety"
5,349,2,19,2,2,2,19,13,"No_Anxiety"
21,154,2,19,2,2,0,30,5,"No_Anxiety"
30,206,2,20,2,2,5,21,20,"SAD"
35,154,2,19,2,3,0,16,11,"No_Anxiety"
20,206,2,18,2,5,1,28,24,"SAD"
40,309,2,22,2,2,11,19,24,"Mixed_Anxiety"
20,154,2,18,3,2,8,19,17,"No_Anxiety"
21,206,2,26,2,5,7,24,18,"No_Anxiety"
30,206,2,20,1,2,3,20,11,"No_Anxiety"
20,206,2,18,2,3,2,18,20,"SAD"
20,206,2,21,1,5,7,24,50,"SAD"
25,206,2,18,2,2,6,9,15,"No_Anxiety"
12,206,2,19,4,2,9,16,56,"SAD"
20,206,2,20,2,2,9,13,45,"SAD"
4,206,2,18,3,3,3,29,9,"No_Anxiety"
10,154,2,22,2,2,3,8,27,"SAD"
21,206,2,20,2,2,5,16,40,"SAD"
35,349,2,25,4,3,0,19,3,"No_Anxiety"
40,206,2,25,1,2,2,11,10,"No_Anxiety"
25,206,2,25,4,5,1,16,1,"No_Anxiety"
70,206,3,19,2,2,15,13,44,"Mixed_Anxiety"
2,349,2,19,2,2,6,25,15,"No_Anxiety"
2,349,2,23,1,2,0,26,8,"No_Anxiety"
10,154,2,18,2,2,1,14,17,"No_Anxiety"
10,154,1,23,4,5,7,12,31,"SAD"
40,206,2,18,3,3,0,27,21,"SAD"
21,206,2,20,2,2,18,6,31,"Mixed_Anxiety"
16,154,2,24,1,2,3,26,3,"No_Anxiety"
21,206,1,22,2,2,16,20,38,"Mixed_Anxiety"
20,154,2,21,4,3,9,7,7,"No_Anxiety"
12,206,2,23,1,2,6,22,40,"SAD"
40,154,2,21,4,2,6,16,17,"No_Anxiety"
18,349,2,18,3,2,7,30,1,"No_Anxiety"
20,206,2,18,2,2,3,24,22,"SAD"
20,206,2,18,3,3,16,11,33,"Mixed_Anxiety"
30,349,2,20,4,2,5,11,21,"SAD"
15,349,2,18,2,2,1,14,13,"No_Anxiety"
9,349,2,29,1,5,11,19,44,"Mixed_Anxiety"
60,206,2,22,2,2,9,14,39,"SAD"
30,206,2,19,2,2,2,30,14,"No_Anxiety"
10,206,2,19,2,5,12,24,5,"GAD"
17,154,2,21,2,2,6,28,21,"SAD"
20,154,2,19,2,2,3,27,18,"No_Anxiety"
40,349,2,18,3,2,3,15,17,"No_Anxiety"
40,206,2,18,2,2,12,13,22,"Mixed_Anxiety"
4,154,2,18,1,2,16,7,28,"Mixed_Anxiety"
10,154,2,23,1,1,6,34,24,"SAD"
8,206,2,18,2,2,2,27,27,"SAD"
15,154,2,25,1,5,1,8,14,"No_Anxiety"
35,309,2,20,2,2,5,9,9,"No_Anxiety"
30,309,2,20,2,2,14,11,22,"Mixed_Anxiety"
30,206,2,22,2,2,2,32,13,"No_Anxiety"
20,154,2,19,2,2,9,25,54,"SAD"
28,206,2,25,2,5,7,15,19,"SAD"
6,154,2,25,1,2,2,25,16,"No_Anxiety"
5,154,2,24,1,5,2,27,4,"No_Anxiety"
10,154,2,18,3,3,5,30,0,"No_Anxiety"
8,154,2,19,1,2,3,27,23,"SAD"
15,206,2,19,2,2,7,30,10,"No_Anxiety"
10,349,2,20,1,2,5,24,25,"SAD"
21,349,2,19,3,3,4,11,24,"SAD"
30,206,1,24,1,5,2,18,18,"No_Anxiety"
14,154,2,27,1,5,1,20,2,"No_Anxiety"
40,206,2,22,2,1,2,27,29,"SAD"
20,154,2,20,2,5,2,14,19,"SAD"
14,206,2,19,2,5,5,34,13,"No_Anxiety"
22,40,2,22,2,2,7,22,13,"No_Anxiety"
18,154,2,20,2,2,2,21,12,"No_Anxiety"
10,154,2,19,2,2,5,16,26,"SAD"
10,349,2,20,2,2,4,23,4,"No_Anxiety"
40,206,2,18,3,2,15,17,30,"Mixed_Anxiety"
20,349,2,25,4,5,4,5,15,"No_Anxiety"
21,349,2,21,4,2,13,15,50,"Mixed_Anxiety"
50,206,2,20,2,2,12,16,46,"Mixed_Anxiety"
30,154,2,20,2,2,14,18,29,"Mixed_Anxiety"
8,206,2,19,2,2,8,18,17,"No_Anxiety"
12,206,2,18,3,3,1,28,26,"SAD"
64,206,2,18,3,2,8,10,6,"No_Anxiety"
15,154,2,19,2,2,7,24,7,"No_Anxiety"
25,154,2,19,3,2,2,23,5,"No_Anxiety"
15,206,2,25,1,2,1,18,11,"No_Anxiety"
21,206,2,18,2,2,16,28,46,"Mixed_Anxiety"
20,154,2,31,1,2,0,28,16,"No_Anxiety"
30,154,2,18,3,3,4,31,40,"SAD"
15,206,2,23,1,5,6,19,16,"No_Anxiety"
20,309,2,23,2,5,5,32,8,"No_Anxiety"
16,206,2,24,2,5,0,18,6,"No_Anxiety"
10,154,2,18,2,2,0,20,9,"No_Anxiety"
15,154,2,21,2,3,0,21,25,"SAD"
30,206,2,21,4,5,9,12,29,"SAD"
30,154,2,19,2,2,4,19,24,"SAD"
35,206,2,18,3,3,4,27,17,"No_Anxiety"
25,206,1,23,2,2,3,13,19,"SAD"
10,154,2,19,2,2,13,27,17,"GAD"
10,154,2,18,2,2,2,17,32,"SAD"
5,206,2,23,1,5,6,25,17,"No_Anxiety"
4,309,1,19,2,2,9,19,10,"No_Anxiety"
10,349,2,18,2,2,15,14,17,"GAD"
15,154,2,24,1,4,7,26,9,"No_Anxiety"
18,349,2,20,2,2,7,15,27,"SAD"
10,349,2,24,1,1,0,29,8,"No_Anxiety"
20,206,2,20,2,2,2,26,11,"No_Anxiety"
12,154,2,26,2,2,4,21,12,"No_Anxiety"
25,154,2,20,2,2,3,25,38,"SAD"
72,154,2,18,2,2,3,15,19,"SAD"
15,154,2,23,1,5,3,7,9,"No_Anxiety"
10,154,2,18,2,2,7,24,25,"SAD"
40,349,1,19,2,2,21,5,68,"Mixed_Anxiety"
20,127,2,25,4,5,14,9,61,"Mixed_Anxiety"
18,206,2,19,2,2,1,26,30,"SAD"
17,206,2,18,2,2,8,13,25,"SAD"
18,154,2,21,2,2,5,21,14,"No_Anxiety"
10,349,2,27,1,5,8,21,24,"SAD"
8,349,2,22,2,2,6,16,15,"No_Anxiety"
24,154,2,20,2,5,1,19,40,"SAD"
30,349,2,21,3,2,11,17,2,"GAD"
35,349,1,21,2,2,13,9,28,"Mixed_Anxiety"
25,206,2,23,1,5,5,29,30,"SAD"
15,206,2,21,2,2,9,17,0,"No_Anxiety"
30,154,2,22,2,2,2,29,11,"No_Anxiety"
10,206,2,27,4,5,2,26,5,"No_Anxiety"
20,206,2,18,2,2,8,31,35,"SAD"
10,154,2,19,2,2,0,20,8,"No_Anxiety"
70,206,1,25,2,5,5,13,31,"SAD"
30,206,1,26,1,5,9,16,28,"SAD"
30,31,2,20,2,2,7,17,10,"No_Anxiety"
25,206,2,19,4,3,1,21,28,"SAD"
9,206,2,19,2,2,2,18,9,"No_Anxiety"
30,206,2,20,2,2,8,9,17,"No_Anxiety"
50,206,2,18,2,5,2,30,0,"No_Anxiety"
28,206,2,20,2,2,9,13,17,"No_Anxiety"
25,349,2,23,2,2,2,24,1,"No_Anxiety"
11,154,2,23,2,2,3,24,14,"No_Anxiety"
21,154,2,19,4,2,3,22,33,"SAD"
25,206,2,22,1,5,4,31,34,"SAD"
30,206,2,21,2,2,0,35,5,"No_Anxiety"
12,349,2,25,4,2,5,15,38,"SAD"
30,154,2,28,1,5,1,21,3,"No_Anxiety"
30,154,2,18,3,3,8,24,34,"SAD"
20,154,2,18,3,3,4,16,24,"SAD"
20,206,2,18,3,3,8,17,39,"SAD"
15,154,2,19,2,2,7,13,20,"SAD"
20,154,2,18,3,2,3,21,3,"No_Anxiety"
20,309,2,25,2,1,11,10,29,"Mixed_Anxiety"
12,206,1,28,1,5,5,22,11,"No_Anxiety"
10,154,2,18,3,2,12,18,37,"Mixed_Anxiety"
10,154,2,22,1,5,2,31,29,"SAD"
10,206,2,18,2,2,10,23,30,"Mixed_Anxiety"
20,349,1,27,1,5,8,16,17,"No_Anxiety"
10,154,2,18,3,3,7,25,6,"No_Anxiety"
20,206,2,18,2,2,6,19,16,"No_Anxiety"
30,309,2,20,2,2,9,29,23,"SAD"
20,206,2,20,2,2,10,18,14,"GAD"
4,154,2,22,1,5,2,6,0,"No_Anxiety"
8,154,2,18,2,2,5,27,38,"SAD"
40,349,2,21,4,2,1,9,10,"No_Anxiety"
40,206,2,20,2,2,8,9,13,"No_Anxiety"
18,206,2,23,2,2,21,10,21,"Mixed_Anxiety"
3,154,2,21,2,2,0,30,7,"No_Anxiety"
21,206,2,21,2,5,13,26,15,"GAD"
9,154,2,18,3,3,5,5,17,"No_Anxiety"
6,154,2,18,3,2,4,15,24,"SAD"
10,154,1,22,2,2,3,21,34,"SAD"
20,154,1,24,2,2,1,15,18,"No_Anxiety"
20,206,2,25,1,5,1,25,10,"No_Anxiety"
12,154,2,23,1,5,2,19,11,"No_Anxiety"
10,154,1,22,2,2,2,33,18,"No_Anxiety"
20,206,2,18,2,5,0,26,22,"SAD"
30,154,2,22,1,2,12,26,17,"GAD"
20,154,2,19,1,2,1,27,2,"No_Anxiety"
10,154,2,36,1,5,3,22,7,"No_Anxiety"
90,309,2,20,4,2,2,14,12,"No_Anxiety"
18,206,2,19,4,2,3,21,12,"No_Anxiety"
50,349,2,25,4,2,12,11,33,"Mixed_Anxiety"
10,154,2,18,3,2,5,31,19,"SAD"
20,67,2,18,2,2,6,24,10,"No_Anxiety"
28,206,2,18,3,3,4,25,17,"No_Anxiety"
28,206,2,23,4,2,5,13,14,"No_Anxiety"
20,206,2,24,1,5,2,17,12,"No_Anxiety"
25,206,2,18,3,3,4,25,27,"SAD"
50,154,2,23,4,2,9,10,25,"SAD"
25,349,2,29,2,5,0,34,1,"No_Anxiety"
20,349,2,19,2,3,2,26,5,"No_Anxiety"
30,206,2,18,3,3,13,8,22,"Mixed_Anxiety"
18,206,2,18,3,2,3,18,3,"No_Anxiety"
40,206,2,19,1,2,17,21,31,"Mixed_Anxiety"
40,154,2,19,2,2,7,13,45,"SAD"
40,349,2,19,2,2,1,16,15,"No_Anxiety"
21,154,2,24,4,2,0,17,6,"No_Anxiety"
29,154,2,18,2,2,12,28,43,"Mixed_Anxiety"
14,154,2,21,2,2,4,30,13,"No_Anxiety"
10,349,2,21,1,2,14,16,46,"Mixed_Anxiety"
25,154,2,21,2,2,3,24,25,"SAD"
15,206,2,24,1,2,2,27,2,"No_Anxiety"
13,154,2,24,1,2,0,28,17,"No_Anxiety"
25,206,2,19,1,2,1,29,13,"No_Anxiety"
15,309,2,18,3,2,3,28,15,"No_Anxiety"
25,309,1,24,1,5,8,27,21,"SAD"
15,206,2,18,3,3,4,30,31,"SAD"
20,154,2,28,1,3,4,23,1,"No_Anxiety"
10,206,2,21,2,5,4,24,7,"No_Anxiety"
10,206,2,20,2,2,3,28,17,"No_Anxiety"
10,154,2,18,1,3,4,18,29,"SAD"
5,154,2,22,4,2,1,6,34,"SAD"
20,349,2,18,3,3,15,20,52,"Mixed_Anxiety"
5,349,2,27,4,2,7,17,27,"SAD"
14,206,2,18,2,2,2,31,8,"No_Anxiety"
25,206,2,21,4,2,10,16,15,"GAD"
20,206,2,18,2,2,6,12,23,"SAD"
10,206,2,22,2,2,10,27,7,"GAD"
6,309,1,18,2,5,10,18,23,"Mixed_Anxiety"
8,154,2,21,2,2,2,24,20,"SAD"
50,206,2,18,2,5,3,24,15,"No_Anxiety"
30,206,2,18,1,2,10,18,24,"Mixed_Anxiety"
40,154,2,22,5,5,0,30,12,"No_Anxiety"
10,349,2,21,2,2,0,24,22,"SAD"
4,206,2,18,2,2,0,31,17,"No_Anxiety"
42,349,2,20,4,3,8,12,18,"No_Anxiety"
6,154,2,23,1,5,3,18,18,"No_Anxiety"
40,206,2,18,2,2,3,16,18,"No_Anxiety"
40,154,2,19,2,2,8,15,17,"No_Anxiety"
10,154,2,20,2,2,1,26,12,"No_Anxiety"
20,333,2,20,2,2,1,32,3,"No_Anxiety"
35,206,2,20,2,2,0,21,19,"SAD"
20,206,2,18,3,3,0,24,20,"SAD"
7,154,2,21,3,2,2,15,17,"No_Anxiety"
8,309,2,22,1,2,0,16,9,"No_Anxiety"
15,349,2,18,2,2,5,13,36,"SAD"
35,154,1,18,3,2,2,18,38,"SAD"
28,206,2,26,1,3,1,19,7,"No_Anxiety"
14,154,2,23,3,5,1,30,1,"No_Anxiety"
50,154,2,18,3,2,14,6,27,"Mixed_Anxiety"
10,206,2,30,2,2,3,13,21,"SAD"
20,154,2,21,2,2,1,19,4,"No_Anxiety"
5,206,2,20,1,2,0,16,12,"No_Anxiety"
28,206,2,18,3,5,1,21,12,"No_Anxiety"
14,349,2,20,2,2,16,12,19,"Mixed_Anxiety"
10,154,2,24,1,5,3,13,20,"SAD"
20,206,2,20,2,2,5,29,8,"No_Anxiety"
30,206,2,22,1,2,6,18,22,"SAD"
4,154,2,21,2,2,7,24,32,"SAD"
35,206,2,22,2,5,19,28,15,"GAD"
20,154,2,18,2,5,5,22,26,"SAD"
20,309,2,18,3,2,4,17,40,"SAD"
20,154,2,20,2,2,6,21,33,"SAD"
10,154,2,19,2,2,0,28,17,"No_Anxiety"
30,206,2,18,3,2,6,26,46,"SAD"
20,206,2,19,3,2,6,22,27,"SAD"
35,206,2,19,2,2,4,14,9,"No_Anxiety"
25,154,2,18,3,2,0,15,6,"No_Anxiety"
28,309,2,19,3,2,2,23,22,"SAD"
10,206,2,18,2,2,2,28,16,"No_Anxiety"
25,349,2,22,2,2,1,17,14,"No_Anxiety"
20,154,2,22,2,2,8,20,10,"No_Anxiety"
25,206,2,20,2,5,3,23,5,"No_Anxiety"
15,154,2,20,2,2,0,27,18,"No_Anxiety"
10,154,2,18,3,3,3,25,22,"SAD"
20,154,2,18,3,3,1,30,14,"No_Anxiety"
10,349,2,22,2,5,12,13,20,"Mixed_Anxiety"
7,206,2,20,2,2,8,5,38,"SAD"
20,206,2,24,2,2,5,14,16,"No_Anxiety"
2,154,2,19,2,2,8,10,44,"SAD"
20,206,2,19,2,2,2,26,19,"SAD"
7,206,2,24,1,5,1,27,14,"No_Anxiety"
21,154,2,20,2,2,5,20,13,"No_Anxiety"
20,349,2,18,2,2,7,15,18,"No_Anxiety"
